"Call No","Taken Date","Closed Date","Closed Year","Days With APT","Days With Customer","Total Days","Chargeable","Project Work","Quote Time","Time Hours Estimated","Time Hours Total"
"166437","4 Mar 2015","10 Nov 2015","2015","166","13","179","R","","4","3.00","0.00"
"166438","4 Mar 2015","29 Apr 2015","2015","5","35","40","U","","0","0.00","3.25"
"166439","4 Mar 2015","29 Apr 2015","2015","2","38","40","N","","0","0.00","0.66"
"166440","4 Mar 2015","4 Mar 2015","2015","0","0","0","N","N","0","0.00","0.50"
"166441","4 Mar 2015","4 Mar 2015","2015","0","0","0","N","N","0","0.00","0.41"
"166442","4 Mar 2015","4 Mar 2015","2015","0","0","0","N","N","0","0.00","0.00"
"166443","4 Mar 2015","6 Mar 2015","2015","2","0","2","N","N","0","0.00","0.16"
"166444","4 Mar 2015","7 Dec 2015","2015","0","196","196","N","N","0","0.00","5.00"
"166445","4 Mar 2015","20 Mar 2015","2015","3","9","12","N","N","0","0.00","0.00"
"166446","4 Mar 2015","28 Apr 2015","2015","2","37","39","N","N","0","0.00","0.00"
"166447","4 Mar 2015","22 Apr 2015","2015","3","32","35","N","N","0","0.00","2.41"
"166448","4 Mar 2015","4 Mar 2015","2015","0","0","0","N","N","0","0.00","0.16"
"166449","4 Mar 2015","5 Mar 2015","2015","1","0","1","N","N","0","0.00","0.00"
"166450","4 Mar 2015","6 Mar 2015","2015","2","0","2","N","N","0","0.00","2.00"
"166451","4 Mar 2015","23 Oct 2015","2015","87","80","167","Y","N","13","0.00","18.75"
"166454","4 Mar 2015","9 Mar 2015","2015","0","3","3","U","","0","0.00","0.00"
"166455","4 Mar 2015","20 Mar 2015","2015","12","0","12","U","","0","0.00","2.24"
"166456","4 Mar 2015","26 Jun 2015","2015","82","0","82","N","N","0","0.00","1.91"
"166457","4 Mar 2015","30 Mar 2015","2015","13","5","18","Y","","1","1.00","1.58"
"166458","4 Mar 2015","25 Apr 2015","2015","26","12","38","U","","0","7.50","0.50"
"166459","4 Mar 2015","24 Apr 2015","2015","9","28","37","U","","0","0.00","2.08"
"166460","4 Mar 2015","19 Apr 2015","2015","2","30","32","U","","0","0.00","0.58"
"166461","5 Mar 2015","16 Mar 2015","2015","7","0","7","U","","0","0.00","0.00"
"166462","5 Mar 2015","1 Jul 2015","2015","3","81","84","R","","0","3.00","1.07"
"166463","5 Mar 2015","27 May 2015","2015","3","56","59","R","","1","1.00","0.00"
"166464","5 Mar 2015","10 Jun 2015","2015","11","58","69","N","N","0","0.00","3.16"
"166465","5 Mar 2015","5 Mar 2015","2015","0","0","0","N","N","0","0.00","0.00"
"166466","5 Mar 2015","29 Apr 2015","2015","5","34","39","U","","0","0.00","0.00"
"166467","5 Mar 2015","23 Jul 2015","2015","38","62","100","N","","0","0.00","6.06"
"166469","5 Mar 2015","23 Apr 2015","2015","35","0","35","N","N","0","0.00","0.50"
"166471","5 Mar 2015","14 May 2015","2015","44","6","50","Y","","0","7.50","0.00"
"166472","5 Mar 2015","6 Mar 2015","2015","0","1","1","N","N","0","0.00","0.00"
"166473","5 Mar 2015","26 Aug 2015","2015","80","44","124","Y","N","0","7.50","14.14"
"166474","5 Mar 2015","23 Apr 2015","2015","35","0","35","Y","","0","0.00","0.00"
"166475","5 Mar 2015","13 May 2015","2015","0","49","49","N","N","0","0.00","0.00"
"166477","5 Mar 2015","6 May 2015","2015","8","36","44","N","N","0","0.00","0.00"
"166480","5 Mar 2015","8 Apr 2015","2015","6","18","24","N","N","0","0.00","0.00"
"166481","5 Mar 2015","25 Mar 2015","2015","14","0","14","N","N","0","0.00","0.08"
"166483","5 Mar 2015","29 Apr 2015","2015","5","34","39","U","","0","0.00","0.00"
"166484","5 Mar 2015","9 Mar 2015","2015","2","0","2","N","N","0","0.00","0.00"
"166485","5 Mar 2015","9 Apr 2015","2015","25","0","25","R","N","0","0.00","0.00"
"166486","5 Mar 2015","6 Mar 2015","2015","1","0","1","N","N","0","0.00","0.00"
"166487","5 Mar 2015","6 Mar 2015","2015","0","1","1","N","N","0","0.00","0.00"
"166488","5 Mar 2015","6 Mar 2015","2015","0","1","1","N","N","0","0.00","0.00"
"166489","5 Mar 2015","6 Mar 2015","2015","1","0","1","U","","0","0.00","0.00"
"166490","5 Mar 2015","5 Mar 2015","2015","0","0","0","U","","0","0.00","0.00"
"166491","5 Mar 2015","10 Mar 2015","2015","2","1","3","N","N","0","0.00","0.00"
"166492","5 Mar 2015","1 Apr 2015","2015","0","19","19","N","N","0","0.00","0.25"
"166493","5 Mar 2015","6 Mar 2015","2015","1","0","1","U","","0","0.00","0.75"
"166494","5 Mar 2015","10 Mar 2015","2015","2","1","3","U","","0","0.00","3.41"
"166495","5 Mar 2015","9 Apr 2015","2015","5","20","25","U","","0","0.00","0.00"
"166496","6 Mar 2015","20 Mar 2015","2015","2","8","10","U","","0","0.00","0.50"
"166497","6 Mar 2015","8 Apr 2015","2015","23","0","23","N","N","0","0.00","0.08"
"166498","6 Mar 2015","11 Mar 2015","2015","0","3","3","N","N","0","0.00","0.25"
"166499","6 Mar 2015","8 Apr 2015","2015","4","19","23","N","N","0","0.00","0.33"
"166501","6 Mar 2015","6 Mar 2015","2015","0","0","0","U","","0","0.00","0.00"
"166502","6 Mar 2015","6 Mar 2015","2015","0","0","0","U","","0","0.00","0.00"
"166503","6 Mar 2015","6 Mar 2015","2015","0","0","0","U","","0","0.00","0.00"
"166504","6 Mar 2015","6 May 2015","2015","4","39","43","N","N","0","0.00","0.00"
"166505","6 Mar 2015","29 Apr 2015","2015","4","34","38","N","N","0","0.00","1.16"
"166506","6 Mar 2015","7 Apr 2015","2015","0","22","22","U","","0","0.00","0.00"
"166507","6 Mar 2015","6 Mar 2015","2015","0","0","0","U","","0","0.00","0.08"
"166508","6 Mar 2015","9 Mar 2015","2015","0","1","1","U","","0","0.00","0.00"
"166510","6 Mar 2015","18 May 2015","2015","51","0","51","N","N","0","0.00","0.08"
"166512","6 Mar 2015","23 Sep 2015","2015","78","65","143","Y","N","20","15.00","24.58"
"166513","6 Mar 2015","1 Apr 2015","2015","4","14","18","N","N","0","0.00","0.00"
"166514","8 Mar 2015","20 Mar 2015","2015","10","0","10","U","","0","0.00","0.75"
"166515","8 Mar 2015","17 Dec 2015","2015","181","23","204","U","","0","0.00","7.07"
"166516","8 Mar 2015","24 Feb 2016","2016","192","61","253","N","N","0","0.00","1.49"
"166517","9 Mar 2015","9 Apr 2015","2015","4","19","23","N","","0","0.00","1.50"
"166518","9 Mar 2015","9 Mar 2015","2015","0","0","0","N","","0","0.00","0.00"
"166519","9 Mar 2015","29 Oct 2015","2015","117","51","168","Y","N","5","3.00","12.07"
"166544","9 Mar 2015","11 Mar 2015","2015","2","0","2","N","N","0","0.00","0.49"
"166545","9 Mar 2015","9 Apr 2015","2015","2","21","23","N","N","0","0.00","0.00"
"166547","9 Mar 2015","9 Mar 2015","2015","0","0","0","N","N","0","0.00","0.00"
"166548","9 Mar 2015","16 Mar 2015","2015","1","4","5","Y","N","1","1.00","1.82"
"166549","9 Mar 2015","15 Apr 2015","2015","15","12","27","U","","0","0.00","0.32"
"166550","9 Mar 2015","19 Mar 2015","2015","0","8","8","N","N","0","0.00","0.00"
"166551","9 Mar 2015","16 Apr 2015","2015","7","21","28","N","N","0","0.00","0.25"
"166552","9 Mar 2015","11 Mar 2015","2015","0","2","2","U","","0","0.00","0.00"
"166553","9 Mar 2015","15 Apr 2015","2015","7","20","27","N","N","0","0.00","0.33"
"166554","9 Mar 2015","10 Mar 2015","2015","1","0","1","N","N","0","0.00","0.00"
"166555","9 Mar 2015","7 Apr 2015","2015","1","20","21","U","","0","0.00","0.25"
"166556","9 Mar 2015","26 May 2015","2015","9","47","56","N","N","0","0.00","1.16"
"166557","9 Mar 2015","17 Sep 2015","2015","138","0","138","U","Y","0","0.00","0.00"
"166559","9 Mar 2015","24 Feb 2016","2016","0","252","252","N","N","0","0.00","0.16"
"166560","9 Mar 2015","9 Mar 2015","2015","0","0","0","Y","Y","8","0.00","0.00"
"166561","9 Mar 2015","9 Mar 2015","2015","0","0","0","Y","Y","8","0.00","0.00"
"166562","9 Mar 2015","9 Mar 2015","2015","0","0","0","Y","Y","8","0.00","0.00"
"166563","9 Mar 2015","10 Mar 2015","2015","1","0","1","Y","Y","0","0.00","0.00"
"166564","9 Mar 2015","9 Sep 2015","2015","3","129","132","U","","0","0.00","0.08"
"166565","9 Mar 2015","11 Mar 2015","2015","2","0","2","U","","0","0.00","1.74"
"166566","10 Mar 2015","13 Apr 2015","2015","0","24","24","U","","0","0.00","0.00"
"166567","10 Mar 2015","20 Mar 2015","2015","2","6","8","N","N","0","0.00","1.75"
"166568","10 Mar 2015","10 Mar 2015","2015","0","0","0","U","","0","0.00","0.00"
"166569","10 Mar 2015","8 Oct 2015","2015","152","0","152","U","","0","0.00","0.00"
"166570","10 Mar 2015","21 Mar 2015","2015","8","1","9","N","N","0","0.00","2.00"
"166571","10 Mar 2015","1 Apr 2015","2015","8","8","16","U","","0","0.00","2.25"
"166572","10 Mar 2015","13 Mar 2015","2015","0","3","3","U","","0","0.00","0.25"
"166573","10 Mar 2015","6 May 2015","2015","1","40","41","N","N","0","0.00","0.00"
"166574","10 Mar 2015","6 May 2015","2015","2","39","41","N","N","0","0.00","0.00"
"166575","10 Mar 2015","18 Mar 2015","2015","4","2","6","N","N","0","0.00","0.00"
"166576","10 Mar 2015","14 May 2015","2015","27","20","47","Y","N","0","0.00","0.49"
"166577","10 Mar 2015","23 Apr 2015","2015","30","2","32","Y","","0","0.00","4.49"
"166578","10 Mar 2015","6 May 2015","2015","2","39","41","N","N","0","0.00","1.00"
"166579","10 Mar 2015","10 Mar 2015","2015","0","0","0","N","N","0","0.00","0.50"
"166580","10 Mar 2015","16 Mar 2015","2015","0","4","4","Y","N","1","0.00","1.49"
"166581","10 Mar 2015","23 Apr 2015","2015","21","11","32","Y","N","12","0.00","13.49"
"166582","10 Mar 2015","27 Mar 2015","2015","12","1","13","Y","N","0","0.00","0.75"
"166584","10 Mar 2015","6 May 2015","2015","8","33","41","U","","0","0.00","0.50"
"166585","11 Mar 2015","20 Mar 2015","2015","1","5","6","N","N","0","0.00","1.00"
"166586","11 Mar 2015","31 Mar 2015","2015","14","0","14","N","N","0","0.00","1.74"
"166587","11 Mar 2015","25 Mar 2015","2015","10","0","10","N","","0","0.00","1.50"
"166588","11 Mar 2015","12 Mar 2015","2015","1","0","1","N","N","0","0.00","0.00"
"166589","11 Mar 2015","11 Mar 2015","2015","0","0","0","U","","0","0.00","0.00"
"166590","11 Mar 2015","27 Oct 2015","2015","52","74","126","N","N","0","0.00","0.82"
"166592","11 Mar 2015","16 Feb 2016","2016","244","0","244","U","Y","0","0.00","0.00"
"166593","11 Mar 2015","16 Feb 2016","2016","244","0","244","U","Y","0","0.00","0.00"
"166594","11 Mar 2015","9 Apr 2015","2015","0","21","21","N","N","0","0.00","0.00"
"166595","11 Mar 2015","1 Jul 2015","2015","17","63","80","R","N","1","1.00","0.25"
"166596","11 Mar 2015","1 Jul 2015","2015","17","63","80","R","N","2","2.00","0.25"
"166597","11 Mar 2015","13 Mar 2015","2015","2","0","2","N","N","0","0.00","0.00"
"166598","11 Mar 2015","8 Sep 2015","2015","42","87","129","R","N","3","0.00","0.08"
"166600","11 Mar 2015","22 Apr 2015","2015","7","23","30","U","","0","0.00","0.25"
"166601","12 Mar 2015","22 May 2015","2015","43","8","51","N","N","0","3.00","2.41"
"166602","12 Mar 2015","6 Aug 2015","2015","105","0","105","N","N","0","3.00","0.66"
"166603","12 Mar 2015","25 Mar 2015","2015","9","0","9","N","N","0","0.00","0.00"
"166604","12 Mar 2015","28 Apr 2015","2015","23","10","33","U","","0","0.00","5.82"
"166605","12 Mar 2015","15 Jan 2016","2016","221","0","221","N","N","0","0.00","0.00"
"166606","12 Mar 2015","30 Apr 2015","2015","27","8","35","Y","","1","1.00","0.90"
"166607","12 Mar 2015","13 Mar 2015","2015","1","0","1","N","N","0","0.00","0.00"
"166608","12 Mar 2015","6 May 2015","2015","14","25","39","U","","0","3.00","4.16"
"166609","12 Mar 2015","4 Jun 2015","2015","56","4","60","N","N","0","0.00","0.00"
"166610","12 Mar 2015","24 Mar 2015","2015","4","4","8","N","N","0","0.00","0.83"
"166611","12 Mar 2015","27 May 2015","2015","28","26","54","Y","N","0","0.00","0.00"
"166613","13 Mar 2015","22 Apr 2015","2015","0","28","28","N","","0","0.00","0.00"
"166614","13 Mar 2015","25 Jan 2016","2016","226","0","226","N","N","0","0.00","0.50"
"166615","13 Mar 2015","13 May 2015","2015","40","3","43","N","","0","0.00","7.99"
"166616","13 Mar 2015","1 Apr 2015","2015","6","7","13","U","","0","0.00","5.57"
"166617","13 Mar 2015","6 Aug 2015","2015","52","52","104","N","N","0","0.00","0.00"
"166618","13 Mar 2015","30 Mar 2015","2015","0","11","11","N","N","0","0.00","0.00"
"166619","13 Mar 2015","1 Apr 2015","2015","0","13","13","N","N","0","0.00","0.00"
"166620","13 Mar 2015","23 Mar 2015","2015","5","1","6","N","N","0","0.00","0.75"
"166621","13 Mar 2015","1 Apr 2015","2015","0","13","13","N","N","0","0.00","0.00"
"166622","13 Mar 2015","23 Apr 2015","2015","29","0","29","Y","Y","0","0.00","0.00"
"166623","13 Mar 2015","29 May 2015","2015","8","47","55","Y","","24","0.00","20.65"
"166624","13 Mar 2015","25 Mar 2015","2015","6","2","8","U","","0","0.00","0.25"
"166625","13 Mar 2015","20 Apr 2015","2015","21","5","26","Y","","3","2.00","5.40"
"166626","15 Mar 2015","16 Mar 2015","2015","1","0","1","N","N","0","0.00","0.00"
"166627","15 Mar 2015","17 Mar 2015","2015","1","1","2","N","N","0","0.00","0.50"
"166628","15 Mar 2015","10 Dec 2015","2015","194","0","194","N","N","0","0.00","0.16"
"166629","15 Mar 2015","16 Mar 2015","2015","1","0","1","U","","0","0.00","0.00"
"166630","16 Mar 2015","11 Jun 2015","2015","58","5","63","U","","0","0.00","20.82"
"166631","16 Mar 2015","23 Nov 2015","2015","158","22","180","Y","N","3","4.00","6.33"
"166632","16 Mar 2015","29 Apr 2015","2015","1","31","32","N","N","0","0.00","1.08"
"166644","16 Mar 2015","6 Aug 2015","2015","103","0","103","U","Y","0","0.00","2.50"
"166645","16 Mar 2015","20 Mar 2015","2015","4","0","4","U","","0","0.00","0.00"
"166647","16 Mar 2015","30 Mar 2015","2015","5","5","10","Y","N","1","0.00","0.00"
"166648","16 Mar 2015","17 Mar 2015","2015","1","0","1","N","N","0","0.00","0.00"
"166649","16 Mar 2015","17 Mar 2015","2015","0","1","1","N","N","0","0.00","0.00"
"166650","16 Mar 2015","16 Mar 2015","2015","0","0","0","N","N","0","0.00","0.83"
"166651","16 Mar 2015","14 Apr 2015","2015","341","0","341","Y","N","0","0.00","2.50"
"166652","16 Mar 2015","1 Apr 2015","2015","6","6","12","N","N","0","0.00","13.65"
"166653","16 Mar 2015","16 Mar 2015","2015","0","0","0","N","N","0","0.00","0.66"
"166654","16 Mar 2015","1 Jul 2015","2015","42","35","77","C","","0","0.00","8.82"
"166655","16 Mar 2015","13 Apr 2015","2015","0","20","20","N","N","0","0.00","0.33"
"166656","16 Mar 2015","10 Apr 2015","2015","19","0","19","N","","0","0.00","0.00"
"166657","16 Mar 2015","17 Mar 2015","2015","0","1","1","U","","0","0.00","0.57"
"166658","16 Mar 2015","5 Jan 2016","2016","211","0","211","N","","0","0.00","0.00"
"166660","17 Mar 2015","21 Jul 2015","2015","68","22","90","Y","","1","3.00","6.82"
"166661","17 Mar 2015","17 Mar 2015","2015","0","0","0","U","","0","0.00","0.00"
"166662","17 Mar 2015","17 Mar 2015","2015","0","0","0","U","","0","0.00","0.00"
"166663","17 Mar 2015","17 Mar 2015","2015","0","0","0","U","","0","0.00","0.00"
"166664","17 Mar 2015","17 Mar 2015","2015","0","0","0","N","N","0","0.00","0.00"
"166665","17 Mar 2015","22 Mar 2015","2015","3","0","3","N","N","0","0.00","1.58"
"166666","17 Mar 2015","29 Apr 2015","2015","10","21","31","N","N","0","0.00","3.00"
"166667","17 Mar 2015","18 Mar 2015","2015","1","0","1","N","N","0","0.00","0.00"
"166668","17 Mar 2015","18 Mar 2015","2015","0","1","1","N","N","0","0.00","0.00"
"166669","17 Mar 2015","1 Apr 2015","2015","10","1","11","N","N","0","3.00","1.50"
"166670","17 Mar 2015","8 Sep 2015","2015","125","0","125","N","N","0","0.00","0.00"
"166671","17 Mar 2015","13 Apr 2015","2015","1","18","19","U","","0","0.00","0.00"
"166672","17 Mar 2015","24 Apr 2015","2015","26","2","28","R","N","1","1.00","1.50"
"166673","17 Mar 2015","26 Apr 2015","2015","28","0","28","N","N","0","0.00","0.48"
"166675","17 Mar 2015","22 Apr 2015","2015","3","23","26","N","N","0","0.00","1.00"
"166677","17 Mar 2015","31 Mar 2015","2015","2","8","10","U","","0","0.00","0.25"
"166678","17 Mar 2015","15 Apr 2015","2015","0","21","21","N","N","0","0.00","0.75"
"166679","17 Mar 2015","15 May 2015","2015","43","0","43","N","N","0","0.00","0.08"
