"Call No","Taken Date","Closed Date","Closed Year","Days With APT","Days With Customer","Total Days","Chargeable","Project Work","Quote Time","Time Hours Estimated","Time Hours Total"
"160494","23 Jul 2013","16 Oct 2013","2013","4","57","61","N","N","0","0.00","0.73"
"160495","23 Jul 2013","11 Sep 2013","2013","1","35","36","N","N","0","0.00","0.00"
"160496","23 Jul 2013","14 Oct 2013","2013","59","0","59","N","N","0","0.00","0.00"
"160497","24 Jul 2013","27 Nov 2013","2013","27","63","90","Y","","1","0.00","2.57"
"160498","24 Jul 2013","22 Jan 2014","2014","44","86","130","U","","0","0.00","5.75"
"160499","24 Jul 2013","20 Aug 2013","2013","0","19","19","N","N","0","0.00","0.33"
"160500","24 Jul 2013","27 May 2014","2014","219","0","219","N","N","0","0.00","26.08"
"160501","24 Jul 2013","19 Jun 2014","2014","169","67","236","U","","0","0.00","25.66"
"160502","24 Jul 2013","28 Aug 2013","2013","0","25","25","N","N","0","0.00","0.24"
"160503","24 Jul 2013","29 Jul 2013","2013","1","2","3","Y","N","1","0.00","3.15"
"160504","24 Jul 2013","29 Jul 2013","2013","3","0","3","N","N","0","0.00","0.00"
"160505","24 Jul 2013","24 Jul 2013","2013","0","0","0","N","N","0","0.00","0.16"
"160506","24 Jul 2013","24 Jul 2013","2013","0","0","0","N","N","0","0.00","0.16"
"160507","24 Jul 2013","29 Jul 2013","2013","3","0","3","N","","0","0.00","0.00"
"160508","24 Jul 2013","28 Aug 2013","2013","23","2","25","Y","N","1","0.00","1.58"
"160509","24 Jul 2013","25 Jul 2013","2013","1","0","1","Y","N","2","0.00","0.00"
"160510","25 Jul 2013","19 May 2014","2014","200","12","212","N","N","0","0.00","0.00"
"160511","25 Jul 2013","13 Nov 2013","2013","9","70","79","N","N","0","0.00","8.00"
"160512","25 Jul 2013","25 Jul 2013","2013","0","0","0","U","","0","0.00","0.16"
"160513","25 Jul 2013","11 Sep 2013","2013","2","32","34","N","N","0","0.00","0.25"
"160514","25 Jul 2013","26 Feb 2014","2014","88","66","154","U","","0","0.00","8.33"
"160515","25 Jul 2013","10 Oct 2013","2013","5","50","55","Y","N","1","0.00","0.00"
"160516","25 Jul 2013","27 Nov 2013","2013","26","63","89","U","","0","0.00","3.33"
"160517","25 Jul 2013","25 Jul 2013","2013","0","0","0","N","N","0","0.00","0.00"
"160518","25 Jul 2013","4 Feb 2014","2014","104","34","138","N","N","0","0.00","13.21"
"160519","25 Jul 2013","21 Feb 2014","2014","16","135","151","U","","0","0.00","2.50"
"160520","26 Jul 2013","28 Oct 2013","2013","23","43","66","Y","","1","0.00","2.06"
"160521","26 Jul 2013","10 Sep 2013","2013","25","7","32","U","","0","0.00","0.00"
"160522","26 Jul 2013","11 Sep 2013","2013","0","33","33","U","","0","0.00","0.00"
"160523","26 Jul 2013","2 Sep 2013","2013","11","15","26","Y","","1","0.00","0.91"
"160524","26 Jul 2013","4 Dec 2013","2013","44","49","93","R","","1","0.00","0.00"
"160525","26 Jul 2013","17 Jan 2014","2014","67","58","125","N","N","0","0.00","0.82"
"160526","26 Jul 2013","8 Aug 2013","2013","4","5","9","R","N","3","0.00","0.50"
"160527","26 Jul 2013","5 Aug 2013","2013","6","0","6","N","N","0","0.00","0.00"
"160528","26 Jul 2013","24 Sep 2013","2013","42","0","42","N","N","0","0.00","8.96"
"160529","26 Jul 2013","16 Oct 2013","2013","18","40","58","N","Y","0","0.00","14.90"
"160530","26 Jul 2013","25 Sep 2013","2013","0","43","43","U","N","0","0.00","0.66"
"160531","26 Jul 2013","6 Aug 2013","2013","2","5","7","N","N","0","0.00","0.49"
"160532","29 Jul 2013","29 Jul 2013","2013","0","0","0","U","","0","0.00","0.00"
"160536","29 Jul 2013","28 Aug 2013","2013","0","22","22","U","","0","0.00","0.00"
"160537","29 Jul 2013","1 Aug 2013","2013","3","0","3","N","N","0","0.00","0.00"
"160538","29 Jul 2013","31 Jul 2013","2013","1","1","2","N","N","0","0.00","0.00"
"160539","29 Jul 2013","30 Jul 2013","2013","1","0","1","N","N","0","0.00","0.24"
"160540","29 Jul 2013","20 Aug 2013","2013","0","16","16","N","N","0","0.00","0.00"
"160541","29 Jul 2013","28 Aug 2013","2013","2","20","22","N","N","0","0.00","0.00"
"160542","29 Jul 2013","29 Jul 2013","2013","0","0","0","Y","N","1","0.00","0.00"
"160543","29 Jul 2013","9 Aug 2013","2013","7","2","9","U","","0","0.00","0.75"
"160544","29 Jul 2013","30 Jul 2013","2013","1","0","1","N","N","0","0.00","0.32"
"160545","30 Jul 2013","10 Sep 2013","2013","14","16","30","Y","","1","0.00","2.07"
"160546","30 Jul 2013","2 Aug 2013","2013","0","3","3","U","","0","0.00","0.00"
"160547","30 Jul 2013","17 Sep 2013","2013","20","15","35","U","","0","0.00","2.58"
"160548","30 Jul 2013","13 May 2015","2015","15","451","466","Y","N","2","0.00","1.75"
"160549","30 Jul 2013","30 Jul 2013","2013","0","0","0","N","N","0","0.00","0.00"
"160550","30 Jul 2013","1 Aug 2013","2013","2","0","2","U","","0","0.00","0.00"
"160551","30 Jul 2013","28 Aug 2013","2013","2","19","21","N","N","0","0.00","0.00"
"160552","30 Jul 2013","30 Jul 2013","2013","0","0","0","U","","0","0.00","0.33"
"160553","30 Jul 2013","1 Oct 2014","2014","51","251","302","R","N","5","0.00","0.00"
"160554","30 Jul 2013","16 Oct 2013","2013","21","35","56","Y","","1","0.00","0.00"
"160555","30 Jul 2013","20 May 2014","2014","17","145","162","Y","","1","0.00","0.00"
"160556","30 Jul 2013","20 May 2014","2014","17","145","162","Y","","2","0.00","0.00"
"160557","31 Jul 2013","2 Sep 2013","2013","8","15","23","Y","","1","0.00","2.41"
"160558","31 Jul 2013","1 Aug 2013","2013","0","1","1","U","","0","0.00","0.00"
"160559","31 Jul 2013","8 Apr 2014","2014","13","129","142","U","","0","0.00","8.33"
"160560","31 Jul 2013","28 Nov 2013","2013","32","54","86","Y","N","2","0.00","3.31"
"160561","31 Jul 2013","31 Jul 2013","2013","0","0","0","U","","0","0.00","0.00"
"160562","31 Jul 2013","5 Feb 2015","2015","313","83","396","B","N","3","0.00","3.93"
"160563","31 Jul 2013","5 Sep 2013","2013","0","26","26","N","N","0","0.00","0.00"
"160564","31 Jul 2013","19 Aug 2013","2013","6","7","13","U","","0","0.00","4.91"
"160565","31 Jul 2013","5 Aug 2013","2013","3","0","3","U","","0","0.00","0.25"
"160566","1 Aug 2013","6 Aug 2013","2013","2","1","3","U","","0","0.00","2.50"
"160567","1 Aug 2013","24 Sep 2013","2013","38","0","38","N","N","0","0.00","0.08"
"160568","1 Aug 2013","21 Aug 2013","2013","0","14","14","U","","0","0.00","0.00"
"160569","1 Aug 2013","11 Sep 2013","2013","0","29","29","N","N","0","0.00","0.00"
"160570","1 Aug 2013","17 Sep 2013","2013","33","0","33","N","N","0","0.00","0.00"
"160571","1 Aug 2013","18 Sep 2013","2013","1","33","34","N","N","0","0.00","0.00"
"160572","1 Aug 2013","14 Aug 2013","2013","9","0","9","U","Y","0","0.00","6.91"
"160573","1 Aug 2013","7 Aug 2013","2013","3","1","4","U","","0","0.00","1.00"
"160574","1 Aug 2013","8 Aug 2013","2013","5","0","5","Y","N","0","0.00","0.00"
"160575","2 Aug 2013","12 Sep 2013","2013","26","3","29","Y","","1","0.00","0.66"
"160576","2 Aug 2013","30 Oct 2013","2013","29","34","63","U","","0","0.00","2.83"
"160577","2 Aug 2013","2 Sep 2013","2013","1","20","21","U","","0","0.00","0.75"
"160578","2 Aug 2013","7 Aug 2013","2013","3","0","3","N","N","0","0.00","0.00"
"160579","2 Aug 2013","2 Aug 2013","2013","0","0","0","U","","0","0.00","0.00"
"160580","2 Aug 2013","2 Aug 2013","2013","0","0","0","N","N","0","0.00","0.83"
"160581","2 Aug 2013","6 Aug 2013","2013","1","1","2","N","N","0","0.00","0.58"
"160582","2 Aug 2013","4 Sep 2013","2013","0","23","23","N","N","0","0.00","0.00"
"160583","2 Aug 2013","21 Aug 2013","2013","12","1","13","N","N","0","0.00","0.66"
"160584","2 Aug 2013","2 Oct 2013","2013","21","22","43","N","N","0","0.00","2.06"
"160585","2 Aug 2013","8 Aug 2013","2013","4","0","4","Y","N","1","0.00","0.00"
"160586","2 Aug 2013","25 Sep 2013","2013","38","0","38","Y","N","1","0.00","0.25"
"160587","2 Aug 2013","18 Sep 2013","2013","0","33","33","N","N","0","0.00","0.16"
"160588","2 Aug 2013","18 Sep 2013","2013","1","32","33","N","N","0","0.00","0.00"
"160589","2 Aug 2013","23 Sep 2013","2013","28","8","36","Y","N","2","0.00","0.91"
"160590","2 Aug 2013","6 Aug 2013","2013","2","0","2","N","","0","0.00","2.00"
"160591","2 Aug 2013","2 Aug 2013","2013","0","0","0","N","N","0","0.00","0.00"
"160592","2 Aug 2013","2 Aug 2013","2013","0","0","0","N","N","0","0.00","0.00"
"160593","2 Aug 2013","4 Sep 2013","2013","2","21","23","N","N","0","0.00","0.00"
"160594","5 Aug 2013","9 Jan 2014","2014","37","76","113","Y","N","1","0.00","6.22"
"160595","5 Aug 2013","6 Aug 2013","2013","0","1","1","N","N","0","0.00","0.16"
"160596","5 Aug 2013","2 Oct 2013","2013","8","34","42","U","","0","0.00","4.40"
"160597","5 Aug 2013","6 Aug 2013","2013","0","1","1","N","N","0","0.00","0.00"
"160598","5 Aug 2013","26 Sep 2013","2013","12","26","38","U","N","0","0.00","8.16"
"160599","5 Aug 2013","5 Aug 2013","2013","0","0","0","U","","0","0.00","0.50"
"160619","5 Aug 2013","4 Sep 2013","2013","0","22","22","N","N","0","0.00","0.25"
"160620","5 Aug 2013","5 Aug 2013","2013","0","0","0","N","N","0","0.00","0.00"
"160621","5 Aug 2013","5 Aug 2013","2013","0","0","0","N","N","0","0.00","0.16"
"160622","5 Aug 2013","4 Sep 2013","2013","0","22","22","N","N","0","0.00","0.25"
"160623","5 Aug 2013","10 Oct 2013","2013","6","42","48","Y","N","1","0.00","1.49"
"160624","5 Aug 2013","28 Aug 2013","2013","0","17","17","N","N","0","0.00","0.83"
"160625","5 Aug 2013","8 Aug 2013","2013","3","0","3","Y","N","0","0.00","0.00"
"160626","5 Aug 2013","5 Aug 2013","2013","0","0","0","U","","0","0.00","0.16"
"160627","6 Aug 2013","17 Sep 2013","2013","2","27","29","U","","0","0.00","1.24"
"160628","6 Aug 2013","19 Nov 2013","2013","64","11","75","Y","","7","0.00","16.38"
"160629","6 Aug 2013","15 Jan 2014","2014","76","40","116","Y","","12","0.00","7.39"
"160630","6 Aug 2013","15 Sep 2014","2014","154","108","262","R","N","3","0.00","4.91"
"160631","6 Aug 2013","5 Sep 2013","2013","5","17","22","N","N","0","0.00","0.99"
"160632","6 Aug 2013","6 Aug 2013","2013","0","0","0","U","","0","0.00","1.00"
"160633","6 Aug 2013","16 Aug 2013","2013","8","0","8","N","N","0","0.00","0.25"
"160634","6 Aug 2013","14 Nov 2013","2013","63","9","72","Y","N","8","0.00","0.00"
"160635","6 Aug 2013","13 Aug 2013","2013","5","0","5","N","N","0","0.00","0.66"
"160636","6 Aug 2013","7 Aug 2013","2013","1","0","1","B","N","0","0.00","2.41"
"160637","6 Aug 2013","7 Aug 2013","2013","0","1","1","N","N","0","0.00","0.25"
"160638","6 Aug 2013","2 Sep 2013","2013","19","0","19","N","","0","0.00","0.00"
"160639","6 Aug 2013","7 Aug 2013","2013","0","1","1","U","","0","0.00","0.75"
"160640","6 Aug 2013","7 Aug 2013","2013","0","1","1","R","N","0","0.00","0.50"
"160641","6 Aug 2013","12 Aug 2013","2013","2","2","4","U","","0","0.00","3.16"
"160642","6 Aug 2013","7 Aug 2013","2013","0","1","1","N","N","0","0.00","0.08"
"160643","6 Aug 2013","7 Aug 2013","2013","1","0","1","U","","0","0.00","0.00"
"160644","7 Aug 2013","14 Oct 2013","2013","38","10","48","N","N","0","0.00","6.07"
"160645","7 Aug 2013","17 Sep 2013","2013","1","28","29","N","N","0","0.00","0.41"
"160646","7 Aug 2013","7 Aug 2013","2013","0","0","0","N","N","0","0.00","0.66"
"160647","7 Aug 2013","27 Oct 2014","2014","317","1","318","N","N","0","0.00","0.41"
"160648","7 Aug 2013","17 Mar 2014","2014","142","16","158","N","N","0","0.00","21.41"
"160649","7 Aug 2013","2 Oct 2013","2013","15","25","40","Y","N","0","0.00","0.00"
"160650","7 Aug 2013","25 Sep 2013","2013","3","32","35","U","","0","0.00","1.66"
"160651","7 Aug 2013","2 Sep 2013","2013","18","0","18","Y","N","0","0.00","0.00"
"160652","7 Aug 2013","23 Aug 2013","2013","11","1","12","Y","N","3","0.00","1.91"
"160653","7 Aug 2013","9 Aug 2013","2013","1","1","2","U","","0","0.00","1.33"
"160654","7 Aug 2013","22 Aug 2013","2013","11","0","11","Y","N","0","0.00","0.00"
"160655","7 Aug 2013","23 Sep 2013","2013","2","31","33","N","N","0","0.00","1.99"
"160656","7 Aug 2013","16 Oct 2013","2013","15","35","50","N","N","0","0.00","0.16"
"160657","7 Aug 2013","18 Jun 2014","2014","205","20","225","Y","N","3","0.00","3.82"
"160658","7 Aug 2013","18 Jun 2014","2014","60","136","196","Y","N","6","0.00","30.05"
"160659","8 Aug 2013","4 Nov 2013","2013","34","28","62","R","","3","0.00","5.82"
"160660","8 Aug 2013","4 Nov 2013","2013","42","20","62","R","","3","0.00","1.89"
"160661","8 Aug 2013","3 Dec 2013","2013","46","19","65","R","","3","0.00","4.22"
"160662","8 Aug 2013","25 Sep 2013","2013","0","34","34","N","N","0","0.00","0.91"
"160663","8 Aug 2013","16 Aug 2013","2013","0","6","6","N","N","0","0.00","1.50"
"160664","8 Aug 2013","6 Sep 2013","2013","14","7","21","Y","N","2","0.00","1.74"
"160665","8 Aug 2013","7 Nov 2013","2013","11","54","65","N","N","0","0.00","2.50"
"160666","8 Aug 2013","11 Sep 2013","2013","24","0","24","N","N","0","0.00","1.99"
"160667","8 Aug 2013","22 Aug 2013","2013","10","0","10","N","N","0","0.00","0.00"
"160668","8 Aug 2013","21 Aug 2013","2013","9","0","9","N","N","0","0.00","0.00"
"160669","8 Aug 2013","8 Aug 2013","2013","0","0","0","U","","0","0.00","0.83"
"160670","8 Aug 2013","25 Sep 2013","2013","0","34","34","N","N","0","0.00","0.83"
"160671","8 Aug 2013","8 Aug 2013","2013","0","0","0","N","N","0","0.00","0.41"
"160672","8 Aug 2013","17 Oct 2013","2013","50","0","50","N","","0","0.00","1.49"
"160673","9 Aug 2013","9 Oct 2013","2013","8","35","43","R","N","2","0.00","0.66"
"160674","9 Aug 2013","9 Aug 2013","2013","0","0","0","U","","0","0.00","0.50"
"160675","9 Aug 2013","19 Aug 2013","2013","6","0","6","N","N","0","0.00","0.33"
"160676","9 Aug 2013","28 Aug 2013","2013","3","10","13","U","","0","0.00","0.66"
"160677","9 Aug 2013","20 Aug 2013","2013","0","7","7","N","N","0","0.00","0.00"
"160678","9 Aug 2013","6 Sep 2013","2013","16","4","20","Y","N","4","0.00","1.32"
"160679","12 Aug 2013","25 Sep 2013","2013","0","32","32","U","","0","0.00","1.50"
"160680","12 Aug 2013","16 Oct 2013","2013","2","40","42","U","","0","0.00","1.07"
"160681","12 Aug 2013","28 Aug 2013","2013","7","5","12","Y","","1","0.00","1.91"
"160682","12 Aug 2013","13 Aug 2013","2013","0","1","1","N","N","0","0.00","0.33"
"160683","12 Aug 2013","23 Oct 2013","2013","19","33","52","N","N","0","0.00","1.08"
"160693","12 Aug 2013","12 Aug 2013","2013","0","0","0","N","N","0","0.00","0.16"
"160694","12 Aug 2013","15 Aug 2013","2013","3","0","3","N","N","0","0.00","4.60"
"160695","12 Aug 2013","4 Nov 2013","2013","34","26","60","R","N","4","0.00","0.00"
"160696","12 Aug 2013","12 Aug 2013","2013","0","0","0","N","N","0","0.00","0.00"
"160697","12 Aug 2013","6 Aug 2014","2014","208","49","257","U","","0","0.00","18.73"
"160698","13 Aug 2013","19 Sep 2013","2013","6","21","27","U","","0","0.00","1.08"
"160699","13 Aug 2013","14 Aug 2013","2013","0","1","1","U","","0","0.00","0.16"
"160700","13 Aug 2013","16 Aug 2013","2013","2","1","3","U","","0","0.00","1.48"
"160701","13 Aug 2013","27 Nov 2013","2013","37","39","76","Y","N","4","0.00","16.21"
"160702","13 Aug 2013","20 Aug 2013","2013","0","5","5","N","N","0","0.00","0.16"
"160703","13 Aug 2013","13 Aug 2013","2013","0","0","0","U","","0","0.00","0.00"
"160704","13 Aug 2013","2 Oct 2013","2013","0","36","36","N","N","0","0.00","0.08"
"160705","13 Aug 2013","15 Aug 2013","2013","0","2","2","N","N","0","0.00","0.08"
"160706","14 Aug 2013","20 Aug 2013","2013","0","4","4","U","","0","0.00","0.41"
"160707","14 Aug 2013","9 Oct 2013","2013","4","36","40","N","N","0","0.00","0.58"
"160708","14 Aug 2013","14 Aug 2013","2013","0","0","0","N","N","0","0.00","0.16"
"160709","14 Aug 2013","23 Aug 2013","2013","2","5","7","Y","N","1","0.00","2.82"
"160710","14 Aug 2013","14 Aug 2013","2013","0","0","0","N","N","0","0.00","0.16"
"160711","14 Aug 2013","10 Oct 2013","2013","19","22","41","Y","N","2","0.00","2.50"
"160712","14 Aug 2013","28 Aug 2013","2013","1","9","10","N","N","0","0.00","0.58"
"160713","14 Aug 2013","16 Jun 2014","2014","218","0","218","N","Y","0","0.00","66.00"
"160714","14 Aug 2013","11 Sep 2013","2013","1","19","20","N","N","0","0.00","0.16"
"160715","14 Aug 2013","24 Sep 2013","2013","29","0","29","N","N","0","0.00","0.82"
"160716","15 Aug 2013","30 Sep 2013","2013","0","32","32","U","","0","0.00","0.57"
"160717","15 Aug 2013","20 Dec 2013","2013","89","2","91","U","N","0","0.00","0.82"
"160718","15 Aug 2013","21 Aug 2013","2013","0","4","4","U","","0","0.00","0.41"
"160719","15 Aug 2013","19 Aug 2013","2013","0","2","2","U","","0","0.00","0.25"
"160720","15 Aug 2013","22 Aug 2013","2013","0","5","5","U","","0","0.00","0.41"
"160721","15 Aug 2013","2 Oct 2013","2013","0","34","34","N","N","0","0.00","0.16"
"160722","15 Aug 2013","2 Oct 2013","2013","0","34","34","N","N","0","0.00","0.33"
"160723","15 Aug 2013","11 Sep 2013","2013","0","19","19","N","N","0","0.00","0.00"
"160724","15 Aug 2013","2 Oct 2013","2013","0","34","34","N","N","0","0.00","0.16"
"160725","15 Aug 2013","25 Sep 2013","2013","29","0","29","N","N","0","0.00","3.48"
"160726","15 Aug 2013","10 Jun 2014","2014","199","14","213","R","Y","6","0.00","3.66"
"160727","15 Aug 2013","9 Oct 2013","2013","5","34","39","N","N","0","0.00","0.16"
"160728","15 Aug 2013","16 Aug 2013","2013","1","0","1","N","N","0","0.00","0.49"
"160729","16 Aug 2013","21 Aug 2013","2013","0","3","3","N","","0","0.00","1.16"
"160730","16 Aug 2013","6 Sep 2013","2013","10","5","15","Y","N","1","0.00","1.15"
"160731","16 Aug 2013","19 Aug 2013","2013","0","1","1","N","N","0","0.00","1.00"
"160732","16 Aug 2013","19 Aug 2013","2013","0","1","1","N","N","0","0.00","1.00"
"160733","16 Aug 2013","24 Sep 2013","2013","27","0","27","N","N","0","0.00","1.25"
"160734","16 Aug 2013","19 Aug 2013","2013","1","0","1","N","N","0","0.00","0.24"
"160735","16 Aug 2013","16 Apr 2014","2014","108","65","173","N","N","0","0.00","1.31"
"160736","16 Aug 2013","10 Sep 2013","2013","3","14","17","N","N","0","0.00","4.40"
"160737","16 Aug 2013","20 Aug 2013","2013","2","0","2","U","","0","0.00","0.00"
"160738","16 Aug 2013","16 Aug 2013","2013","0","0","0","N","N","0","0.00","0.00"
"160739","19 Aug 2013","19 Aug 2013","2013","0","0","0","N","N","0","0.00","0.50"
"160740","19 Aug 2013","21 Aug 2013","2013","2","0","2","N","N","0","0.00","1.25"
"160741","19 Aug 2013","18 Oct 2013","2013","34","10","44","Y","N","2","0.00","1.07"
"160742","19 Aug 2013","20 Mar 2014","2014","11","142","153","N","N","0","0.00","0.48"
"160749","19 Aug 2013","23 Oct 2013","2013","14","33","47","N","N","0","0.00","0.00"
"160750","19 Aug 2013","19 Aug 2013","2013","0","0","0","U","","0","0.00","0.00"
"160751","19 Aug 2013","29 Aug 2013","2013","0","8","8","U","N","0","0.00","0.75"
"160752","19 Aug 2013","10 Sep 2013","2013","4","12","16","U","","0","0.00","2.32"
"160753","19 Aug 2013","13 Sep 2013","2013","2","17","19","N","N","0","0.00","0.08"
"160754","19 Aug 2013","19 Aug 2013","2013","0","0","0","U","","0","0.00","0.00"
"160755","19 Aug 2013","21 Aug 2013","2013","2","0","2","U","","0","0.00","0.00"
"160756","19 Aug 2013","3 Dec 2013","2013","75","1","76","N","N","0","0.00","9.92"
"160757","19 Aug 2013","16 Oct 2013","2013","7","35","42","Y","N","0","0.00","2.00"
"160758","20 Aug 2013","23 Sep 2013","2013","9","15","24","Y","","2","0.00","7.54"
"160759","20 Aug 2013","31 Oct 2013","2013","22","30","52","U","","0","0.00","1.83"
"160760","20 Aug 2013","2 Sep 2013","2013","8","1","9","Y","N","1","0.00","1.32"
"160761","20 Aug 2013","24 Sep 2013","2013","20","5","25","N","N","0","0.00","1.91"
"160762","20 Aug 2013","9 Oct 2013","2013","7","29","36","N","N","0","0.00","2.32"
"160763","20 Aug 2013","2 Oct 2013","2013","10","21","31","U","","0","0.00","9.73"
"160764","20 Aug 2013","22 Aug 2013","2013","2","0","2","N","N","0","0.00","0.25"
"160765","20 Aug 2013","28 Aug 2013","2013","5","1","6","U","","0","0.00","1.89"
"160766","20 Aug 2013","18 Sep 2013","2013","0","21","21","N","N","0","0.00","0.08"
"160767","20 Aug 2013","20 Aug 2013","2013","0","0","0","N","N","0","0.00","1.75"
"160768","20 Aug 2013","21 Aug 2013","2013","0","1","1","U","","0","0.00","0.00"
"160769","20 Aug 2013","29 Aug 2013","2013","1","6","7","N","N","0","0.00","0.00"
"160770","20 Aug 2013","23 Oct 2013","2013","10","36","46","N","N","0","0.00","0.08"
"160771","20 Aug 2013","26 Mar 2014","2014","111","45","156","N","N","0","0.00","14.43"
"160772","20 Aug 2013","18 Mar 2014","2014","78","72","150","U","","0","0.00","0.25"
"160773","20 Aug 2013","10 Feb 2014","2014","124","0","124","N","N","0","0.00","15.75"
"160774","21 Aug 2013","9 Oct 2013","2013","0","35","35","U","","0","0.00","0.00"
"160775","21 Aug 2013","9 Oct 2013","2013","1","34","35","U","","0","0.00","2.00"
"160776","21 Aug 2013","10 Sep 2013","2013","0","14","14","N","N","0","0.00","0.16"
"160777","21 Aug 2013","23 Sep 2013","2013","22","1","23","U","","0","0.00","5.99"
"160778","21 Aug 2013","22 Aug 2013","2013","0","1","1","N","N","0","0.00","0.00"
"160779","21 Aug 2013","8 Jan 2014","2014","66","34","100","Y","N","2","0.00","3.47"
"160780","21 Aug 2013","27 Nov 2013","2013","25","45","70","N","N","0","0.00","7.16"
"160781","21 Aug 2013","16 Oct 2013","2013","7","33","40","N","N","0","0.00","0.00"
"160782","21 Aug 2013","3 Jan 2014","2014","32","65","97","Y","N","3","0.00","2.00"
"160783","21 Aug 2013","21 Aug 2013","2013","0","0","0","U","","0","0.00","0.83"
"160784","21 Aug 2013","29 Aug 2013","2013","6","0","6","N","N","0","0.00","2.16"
"160785","21 Aug 2013","5 Sep 2013","2013","9","2","11","N","N","0","0.00","0.00"
"160786","21 Aug 2013","18 Sep 2013","2013","18","2","20","Y","N","5","0.00","3.91"
"160787","21 Aug 2013","25 Sep 2013","2013","1","24","25","N","N","0","0.00","2.50"
"160788","21 Aug 2013","9 Oct 2013","2013","1","34","35","N","N","0","0.00","1.00"
"160789","22 Aug 2013","14 Nov 2013","2013","16","44","60","N","N","0","0.00","1.08"
"160790","22 Aug 2013","1 Oct 2013","2013","9","19","28","Y","N","2","0.00","2.80"
"160791","22 Aug 2013","4 Sep 2013","2013","0","9","9","N","N","0","0.00","0.50"
"160792","22 Aug 2013","27 Aug 2013","2013","3","0","3","N","N","0","0.00","0.33"
"160793","22 Aug 2013","27 Aug 2014","2014","207","57","264","N","N","0","0.00","1.65"
"160794","22 Aug 2013","28 Aug 2013","2013","1","3","4","N","N","0","0.00","1.24"
"160795","22 Aug 2013","30 Aug 2013","2013","6","0","6","B","","0","0.00","1.41"
"160796","22 Aug 2013","29 Aug 2013","2013","1","4","5","U","","0","0.00","0.16"
"160797","22 Aug 2013","11 Oct 2013","2013","36","0","36","N","N","0","0.00","0.08"
"160798","22 Aug 2013","28 Aug 2013","2013","4","0","4","N","N","0","0.00","3.16"
"160799","22 Aug 2013","11 Jun 2014","2014","185","24","209","N","N","0","0.00","0.32"
"160800","22 Aug 2013","9 Oct 2013","2013","0","34","34","N","N","0","0.00","0.75"
"160801","22 Aug 2013","17 Dec 2013","2013","69","14","83","N","N","0","0.00","1.41"
"160802","22 Aug 2013","16 Oct 2013","2013","2","37","39","N","","0","0.00","0.66"
"160803","23 Aug 2013","18 Sep 2013","2013","0","18","18","R","","4","0.00","0.00"
"160804","23 Aug 2013","19 Sep 2013","2013","2","17","19","N","N","0","0.00","0.33"
"160805","23 Aug 2013","5 Sep 2013","2013","2","7","9","N","N","0","0.00","3.08"
"160806","23 Aug 2013","6 Nov 2013","2013","31","22","53","N","N","0","0.00","8.90"
"160807","23 Aug 2013","20 Nov 2013","2013","29","34","63","R","N","5","0.00","0.08"
"160808","23 Aug 2013","27 Aug 2013","2013","2","0","2","N","Y","0","0.00","3.33"
"160809","23 Aug 2013","29 Aug 2013","2013","1","3","4","N","N","0","0.00","0.58"
"160810","23 Aug 2013","28 Oct 2013","2013","32","14","46","R","N","2","0.00","1.99"
"160811","23 Aug 2013","26 Aug 2013","2013","0","1","1","U","","0","0.00","0.00"
"160812","23 Aug 2013","22 Oct 2013","2013","8","34","42","Y","N","2","0.00","1.32"
"160813","26 Aug 2013","19 Feb 2014","2014","91","36","127","Y","","4","0.00","15.43"
"160814","26 Aug 2013","6 Sep 2013","2013","1","8","9","U","","0","0.00","1.49"
"160815","27 Aug 2013","23 Oct 2013","2013","0","41","41","U","","0","0.00","0.08"
"160816","27 Aug 2013","27 Aug 2013","2013","0","0","0","U","","0","0.00","0.00"
"160817","27 Aug 2013","27 Aug 2013","2013","0","0","0","U","","0","0.00","0.08"
"160818","27 Aug 2013","27 Aug 2013","2013","0","0","0","U","","0","0.00","0.08"
"160819","27 Aug 2013","22 Oct 2013","2013","30","10","40","R","","0","0.00","0.00"
"160820","27 Aug 2013","14 Nov 2013","2013","21","36","57","Y","N","2","0.00","3.81"
"160821","27 Aug 2013","28 Aug 2013","2013","1","0","1","N","N","0","0.00","0.33"
"160822","27 Aug 2013","27 Aug 2013","2013","0","0","0","N","N","0","0.00","0.41"
"160823","27 Aug 2013","6 Nov 2013","2013","17","34","51","N","N","0","0.00","1.99"
"160824","27 Aug 2013","27 Aug 2013","2013","0","0","0","N","N","0","0.00","0.00"
"160825","27 Aug 2013","28 Aug 2013","2013","1","0","1","N","N","0","0.00","0.83"
"160826","27 Aug 2013","16 Oct 2013","2013","0","36","36","N","N","0","0.00","0.00"
"160827","27 Aug 2013","26 Sep 2013","2013","17","5","22","Y","N","1","0.00","1.25"
"160828","27 Aug 2013","25 Feb 2015","2015","69","322","391","Y","N","63","0.00","61.78"
"160832","27 Aug 2013","25 Nov 2013","2013","21","43","64","Y","N","3","0.00","3.15"
"160833","27 Aug 2013","28 Oct 2013","2013","44","0","44","U","N","0","0.00","26.15"
"160834","27 Aug 2013","23 Oct 2013","2013","19","22","41","U","","0","0.00","1.99"
"160835","27 Aug 2013","16 Oct 2013","2013","0","36","36","N","N","0","0.00","0.08"
"160836","27 Aug 2013","30 Aug 2013","2013","1","2","3","N","N","0","0.00","0.57"
