"Call No","Closed Date","Chargeable","Days With APT","Project Work","Quote Time","Time Hours Estimated","Time Hours Total"
"170486","11 Jan 2016","N","0","N","0","0.00","1.16"
"170488","10 Feb 2016","N","1","N","0","0.00","1.00"
"170489","8 Jan 2016","N","1","N","0","0.00","0.16"
"170491","15 Jan 2016","U","1","","0","0.00","1.70"
"170492","10 Jan 2016","U","0","","0","0.00","0.16"
"170493","22 Feb 2016","Y","23","","3","0.00","0.16"
"170494","13 Jan 2016","N","0","N","0","0.00","0.24"
"170495","11 Jan 2016","U","0","","0","0.00","0.25"
"170496","12 Jan 2016","N","2","N","0","0.00","0.50"
"170497","29 Jan 2016","U","0","","0","0.00","0.16"
"170498","10 Feb 2016","N","12","N","0","0.00","2.80"
"170499","11 Jan 2016","N","0","N","0","0.00","0.50"
"170500","1 Feb 2016","N","10","N","0","0.00","0.41"
"170503","8 Feb 2016","N","16","N","0","0.00","2.55"
"170505","11 Jan 2016","U","0","","0","0.00","0.25"
"170509","24 Feb 2016","N","10","N","0","0.00","0.52"
"170510","14 Jan 2016","N","0","N","0","0.00","0.16"
"170511","15 Feb 2016","N","2","N","0","0.00","1.08"
"170514","12 Jan 2016","U","1","N","0","0.00","0.08"
"170543","2 Feb 2016","U","15","","0","0.00","0.49"
"170545","15 Jan 2016","U","0","","0","0.00","0.41"
"170550","12 Jan 2016","N","1","N","0","0.00","0.33"
"170552","11 Feb 2016","N","1","N","0","0.00","0.00"
"170553","10 Feb 2016","N","1","N","0","0.00","0.16"
"170554","17 Feb 2016","N","1","N","0","0.00","0.25"
"170555","12 Jan 2016","N","1","N","0","0.00","0.33"
"170561","11 Feb 2016","N","1","N","0","0.00","0.56"
"170565","12 Jan 2016","N","0","N","0","0.00","0.00"
"170567","14 Jan 2016","N","1","N","0","0.00","0.24"
"170568","13 Jan 2016","U","0","","0","0.00","0.00"
"170571","13 Jan 2016","N","1","N","0","0.00","0.00"
"170572","26 Jan 2016","R","1","N","0","0.00","0.16"
"170575","12 Jan 2016","N","0","N","0","0.00","0.00"
"170576","20 Jan 2016","N","5","N","0","0.00","1.49"
"170579","29 Jan 2016","Y","13","","2","0.00","0.00"
"170580","12 Jan 2016","U","0","","0","0.00","0.00"
"170581","22 Feb 2016","U","21","","0","0.00","0.74"
"170582","10 Feb 2016","N","0","N","0","0.00","0.49"
"170586","13 Jan 2016","U","0","","0","0.00","0.24"
"170587","14 Jan 2016","U","0","","0","0.00","1.16"
"170588","24 Feb 2016","N","1","N","0","0.00","0.08"
"170589","24 Feb 2016","Y","30","Y","0","0.00","0.00"
"170591","25 Jan 2016","U","1","","0","0.00","0.33"
"170592","27 Jan 2016","N","3","N","0","0.00","0.50"
"170593","10 Feb 2016","N","1","N","0","0.00","0.41"
"170594","14 Jan 2016","N","1","N","0","0.00","0.75"
"170596","1 Feb 2016","U","10","","0","0.00","0.58"
"170597","21 Jan 2016","Y","4","","4","2.00","3.82"
"170598","14 Jan 2016","N","1","N","0","0.00","0.25"
"170600","15 Jan 2016","U","0","","0","0.00","0.33"
"170601","14 Jan 2016","N","0","N","0","0.00","0.16"
"170602","22 Jan 2016","Y","6","","1","0.00","0.00"
"170603","17 Jan 2016","N","0","N","0","0.00","0.25"
"170604","11 Feb 2016","N","2","N","0","0.00","0.25"
"170605","18 Jan 2016","N","2","N","0","0.00","0.00"
"170609","18 Jan 2016","N","1","N","0","0.00","0.00"
"170610","15 Jan 2016","N","1","N","0","0.00","0.00"
"170611","8 Feb 2016","Y","16","","2","0.00","1.74"
"170614","20 Jan 2016","U","3","","0","0.00","0.50"
"170615","14 Jan 2016","N","0","","0","0.00","0.00"
"170616","19 Jan 2016","N","3","","0","0.00","0.00"
"170617","21 Jan 2016","U","2","","0","0.00","3.00"
"170618","18 Jan 2016","U","0","","0","0.00","0.00"
"170619","1 Feb 2016","U","12","Y","0","0.00","0.08"
"170621","14 Jan 2016","N","0","N","0","0.00","0.00"
"170623","2 Feb 2016","N","12","N","0","0.00","2.00"
"170624","12 Feb 2016","N","10","N","0","0.00","0.49"
"170625","12 Feb 2016","U","9","","0","0.00","0.00"
"170626","4 Feb 2016","U","13","","0","0.00","0.25"
"170628","4 Feb 2016","N","6","N","0","0.00","0.58"
"170634","18 Jan 2016","N","0","N","0","0.00","0.00"
"170635","19 Jan 2016","U","2","","0","0.00","0.50"
"170636","16 Jan 2016","N","1","","0","0.00","0.00"
"170638","27 Jan 2016","N","0","N","0","0.00","0.08"
"170639","18 Jan 2016","N","1","N","0","0.00","1.00"
"170641","21 Jan 2016","N","3","N","0","0.00","3.94"
"170642","20 Jan 2016","U","0","","0","0.00","0.33"
"170643","22 Feb 2016","N","2","N","0","0.00","0.16"
"170647","16 Feb 2016","U","17","","0","0.00","0.00"
"170654","18 Jan 2016","U","0","","0","0.00","0.00"
"170657","19 Jan 2016","N","1","N","0","0.00","0.98"
"170658","27 Jan 2016","N","5","N","0","0.00","1.00"
"170659","12 Feb 2016","U","19","","0","0.00","0.16"
"170660","18 Jan 2016","N","0","N","0","0.00","0.33"
"170661","21 Jan 2016","U","3","","0","0.00","0.50"
"170664","18 Jan 2016","","0","N","0","0.00","0.00"
"170665","21 Jan 2016","U","1","","0","0.00","1.41"
"170666","25 Jan 2016","U","3","","0","0.00","0.00"
"170667","11 Feb 2016","N","2","N","0","0.00","0.25"
"170669","27 Jan 2016","N","1","N","0","0.00","0.16"
"170670","22 Feb 2016","N","4","N","0","0.00","0.16"
"170671","17 Feb 2016","N","1","N","0","0.00","0.16"
"170675","8 Feb 2016","U","5","","0","0.00","1.40"
"170676","2 Feb 2016","U","2","","0","0.00","0.00"
"170677","21 Jan 2016","U","0","Y","0","0.00","0.75"
"170678","20 Jan 2016","N","0","N","0","0.00","0.50"
"170679","21 Jan 2016","U","2","","0","0.00","0.00"
"170680","10 Feb 2016","U","4","","0","0.00","0.00"
"170681","3 Feb 2016","Y","6","N","1","0.00","1.74"
"170685","12 Feb 2016","N","17","N","0","0.00","3.00"
"170686","21 Jan 2016","N","2","N","0","0.00","0.41"
"170689","21 Jan 2016","U","1","","0","0.00","0.00"
"170694","11 Feb 2016","R","1","N","3","0.00","0.00"
"170695","20 Jan 2016","U","0","","0","0.00","0.50"
"170697","20 Jan 2016","U","0","","0","0.00","0.41"
"170698","27 Jan 2016","U","5","","0","0.00","4.41"
"170699","20 Jan 2016","U","0","","0","0.00","0.00"
"170700","3 Feb 2016","N","7","N","0","0.00","0.75"
"170701","1 Feb 2016","N","8","N","0","0.00","0.00"
"170702","20 Jan 2016","N","0","","0","0.00","0.00"
"170704","17 Feb 2016","U","12","N","0","0.00","1.00"
"170705","1 Feb 2016","N","8","N","0","0.00","0.16"
"170707","21 Jan 2016","U","1","","0","0.00","0.66"
"170709","25 Jan 2016","U","2","","0","0.00","2.25"
"170711","23 Feb 2016","U","12","","0","0.00","21.90"
"170716","27 Jan 2016","N","0","N","0","0.00","0.74"
"170719","5 Feb 2016","U","1","","0","0.00","0.00"
"170720","26 Jan 2016","U","1","","0","0.00","0.25"
"170722","21 Jan 2016","N","0","N","0","0.00","0.16"
"170728","21 Jan 2016","N","0","N","0","0.00","0.00"
"170732","27 Jan 2016","U","0","","0","0.00","0.00"
"170733","19 Feb 2016","N","16","N","0","0.00","7.33"
"170734","23 Feb 2016","U","14","","0","0.00","2.50"
"170735","3 Feb 2016","Y","9","N","0","0.00","0.00"
"170741","11 Feb 2016","N","1","N","0","0.00","0.33"
"170742","29 Jan 2016","U","0","","0","0.00","0.00"
"170744","12 Feb 2016","N","7","N","0","0.00","0.00"
"170745","8 Feb 2016","N","5","N","0","0.00","0.00"
"170746","16 Feb 2016","N","17","N","0","0.00","0.25"
"170748","26 Jan 2016","N","2","N","0","0.00","0.50"
"170749","22 Jan 2016","U","0","","0","0.00","0.25"
"170750","23 Feb 2016","B","2","","0","0.00","3.32"
"170751","29 Jan 2016","B","4","N","0","0.00","1.91"
"170753","23 Feb 2016","U","14","","0","0.00","2.00"
"170757","9 Feb 2016","N","6","N","0","0.00","0.83"
"170758","10 Feb 2016","N","0","N","0","0.00","0.25"
"170767","27 Jan 2016","U","0","","0","0.00","0.00"
"170772","26 Jan 2016","U","1","","0","0.00","0.00"
"170773","26 Jan 2016","U","1","","0","0.00","0.00"
"170774","26 Jan 2016","U","1","","0","0.00","0.00"
"170775","26 Jan 2016","U","1","","0","0.00","0.00"
"170776","26 Jan 2016","U","1","","0","0.00","0.00"
"170777","26 Jan 2016","U","1","","0","0.00","0.00"
"170778","26 Jan 2016","U","1","","0","0.00","0.00"
"170779","26 Jan 2016","U","1","","0","0.00","0.00"
"170780","26 Jan 2016","U","1","","0","0.00","0.00"
"170782","26 Jan 2016","N","0","N","0","0.00","0.00"
"170784","5 Feb 2016","N","7","N","0","0.00","0.00"
"170785","29 Jan 2016","U","3","","0","0.00","0.16"
"170786","26 Jan 2016","N","0","N","0","0.00","1.50"
"170788","26 Jan 2016","N","0","","0","0.00","0.00"
"170790","6 Feb 2016","N","4","N","0","0.00","0.00"
"170791","27 Jan 2016","N","1","N","0","0.00","0.00"
"170793","10 Feb 2016","U","6","","0","0.00","0.41"
"170797","11 Feb 2016","U","9","","0","0.00","1.58"
"170799","27 Jan 2016","U","0","","0","0.00","0.00"
"170800","23 Feb 2016","B","8","","2","0.00","1.00"
"170802","4 Feb 2016","N","6","N","0","0.00","0.25"
"170804","22 Feb 2016","N","12","N","0","0.00","14.16"
"170805","3 Feb 2016","U","3","","0","0.00","5.91"
"170806","11 Feb 2016","U","4","","0","0.00","0.33"
"170808","10 Feb 2016","N","2","N","0","0.00","0.00"
"170810","10 Feb 2016","N","10","N","0","0.00","1.49"
"170811","9 Feb 2016","Y","7","","3","0.00","2.25"
"170812","24 Feb 2016","N","4","N","0","0.00","0.83"
"170813","18 Feb 2016","U","12","","0","0.00","1.82"
"170814","4 Feb 2016","N","5","N","0","0.00","0.65"
"170815","27 Jan 2016","N","0","N","0","0.00","0.00"
"170816","10 Feb 2016","N","10","N","0","0.00","0.24"
"170821","17 Feb 2016","N","7","N","0","0.00","0.33"
"170822","24 Feb 2016","N","0","N","0","0.00","0.00"
"170824","11 Feb 2016","N","0","N","0","0.00","0.25"
"170826","29 Jan 2016","N","1","N","0","0.00","9.57"
"170831","16 Feb 2016","U","4","","0","0.00","0.33"
"170832","2 Feb 2016","U","2","","0","0.00","0.00"
"170835","15 Feb 2016","N","2","N","0","0.00","0.00"
"170836","5 Feb 2016","U","0","","0","0.00","0.00"
"170837","5 Feb 2016","U","3","","0","0.00","0.25"
"170840","29 Jan 2016","U","0","","0","0.00","0.00"
"170842","4 Feb 2016","N","2","N","0","0.00","0.33"
"170844","2 Feb 2016","N","2","N","0","0.00","0.00"
"170847","19 Feb 2016","U","14","","0","0.00","0.50"
"170850","29 Jan 2016","N","0","N","0","0.00","0.33"
"170852","5 Feb 2016","N","4","N","0","0.00","0.00"
"170853","22 Feb 2016","Y","16","","0","0.00","0.00"
"170854","16 Feb 2016","U","9","","0","0.00","0.58"
"170858","2 Feb 2016","U","1","","0","0.00","0.00"
"170860","1 Feb 2016","U","0","","0","0.00","0.00"
"170861","3 Feb 2016","U","2","","0","0.00","0.00"
"170862","1 Feb 2016","U","0","","0","0.00","0.00"
"170863","1 Feb 2016","U","0","","0","0.00","0.00"
"170864","1 Feb 2016","U","0","","0","0.00","0.00"
"170865","1 Feb 2016","U","0","","0","0.00","0.00"
"170869","1 Feb 2016","N","0","N","0","0.00","0.00"
"170875","1 Feb 2016","U","0","","0","0.00","2.00"
"170877","3 Feb 2016","N","0","N","0","0.00","0.00"
"170878","18 Feb 2016","N","0","N","0","0.00","0.00"
"170879","9 Feb 2016","N","5","N","0","0.00","0.00"
"170883","16 Feb 2016","Y","2","N","0","0.00","0.00"
"170886","2 Feb 2016","N","0","N","0","0.00","0.00"
"170887","4 Feb 2016","N","2","","0","0.00","0.41"
"170888","7 Feb 2016","U","3","","0","0.00","0.00"
"170890","3 Feb 2016","U","0","","0","0.00","0.33"
"170891","22 Feb 2016","Y","14","","1","0.00","0.58"
"170892","2 Feb 2016","N","0","N","0","0.00","0.00"
"170894","8 Feb 2016","U","4","","0","0.00","3.00"
"170898","15 Feb 2016","N","6","N","0","0.00","0.00"
"170901","7 Feb 2016","N","0","N","0","0.00","0.25"
"170902","3 Feb 2016","N","0","N","0","0.00","0.16"
"170903","10 Feb 2016","U","5","","0","0.00","0.16"
"170904","19 Feb 2016","N","12","N","0","0.00","0.50"
"170905","4 Feb 2016","Y","1","N","0","0.00","0.00"
"170908","12 Feb 2016","N","4","N","0","0.00","0.00"
"170910","9 Feb 2016","N","3","N","0","0.00","0.50"
"170915","9 Feb 2016","N","4","N","0","0.00","0.25"
"170916","7 Feb 2016","U","2","","0","0.00","0.33"
"170917","8 Feb 2016","U","1","","0","0.00","0.58"
"170918","16 Feb 2016","N","1","N","0","0.00","0.25"
"170920","4 Feb 2016","N","1","N","0","0.00","0.16"
"170923","10 Feb 2016","N","4","N","0","0.00","0.16"
"170924","11 Feb 2016","U","0","","0","0.00","0.00"
"170929","11 Feb 2016","N","4","N","0","0.00","0.33"
"170930","5 Feb 2016","U","1","","0","0.00","0.08"
"170931","9 Feb 2016","U","3","","0","0.00","0.25"
"170935","6 Feb 2016","N","2","N","0","0.00","0.00"
"170936","4 Feb 2016","Y","0","Y","1","0.00","0.00"
"170937","8 Feb 2016","N","2","N","0","0.00","0.00"
"170938","4 Feb 2016","Y","0","N","0","0.00","0.00"
"170940","8 Feb 2016","Y","2","N","2","0.00","1.50"
"170941","11 Feb 2016","U","3","","0","0.00","0.49"
"170943","22 Feb 2016","N","6","N","0","0.00","0.00"
"170944","15 Feb 2016","U","4","","0","0.00","1.00"
"170954","16 Feb 2016","U","2","","0","0.00","0.00"
"170959","5 Feb 2016","U","0","","0","0.00","0.00"
"170960","8 Feb 2016","N","1","N","0","0.00","0.00"
"170961","5 Feb 2016","Y","0","N","0","0.00","0.00"
"170962","8 Feb 2016","N","1","N","0","0.00","0.08"
"170964","10 Feb 2016","N","3","N","0","0.00","0.00"
"170967","10 Feb 2016","U","0","","0","0.00","0.16"
"170968","8 Feb 2016","U","0","","0","0.00","0.16"
"170970","8 Feb 2016","U","1","","0","0.00","0.00"
"170974","12 Feb 2016","N","5","N","0","0.00","0.16"
"170976","8 Feb 2016","N","0","N","0","0.00","0.16"
"170977","8 Feb 2016","N","0","N","0","0.00","0.24"
"170978","8 Feb 2016","N","0","N","0","0.00","0.24"
"171001","9 Feb 2016","U","1","","0","0.00","0.00"
"171002","8 Feb 2016","N","0","N","0","0.00","0.00"
"171003","8 Feb 2016","N","0","N","0","0.00","0.00"
"171004","10 Feb 2016","N","1","N","0","0.00","0.00"
"171005","15 Feb 2016","N","4","N","0","0.00","0.49"
"171008","15 Feb 2016","U","5","","0","0.00","0.16"
"171012","12 Feb 2016","N","1","N","0","0.00","0.33"
"171015","10 Feb 2016","N","1","N","0","0.00","2.16"
"171022","10 Feb 2016","N","0","N","0","0.00","0.00"
"171029","9 Feb 2016","N","0","N","0","0.00","0.00"
"171030","9 Feb 2016","N","0","N","0","0.00","0.00"
"171031","12 Feb 2016","N","2","N","0","0.00","0.00"
"171032","12 Feb 2016","N","3","N","0","0.00","0.00"
"171036","10 Feb 2016","U","0","","0","0.00","0.00"
"171038","10 Feb 2016","N","0","N","0","0.00","0.00"
"171039","10 Feb 2016","N","0","N","0","0.00","0.00"
"171040","10 Feb 2016","U","0","","0","0.00","0.00"
"171041","10 Feb 2016","N","0","N","0","0.00","0.00"
"171042","22 Feb 2016","N","1","N","0","0.00","0.00"
"171043","10 Feb 2016","N","0","N","0","0.00","0.00"
"171044","11 Feb 2016","U","0","","0","0.00","0.33"
"171048","16 Feb 2016","U","0","","0","0.00","0.16"
"171055","17 Feb 2016","N","5","","0","0.00","0.00"
"171056","17 Feb 2016","N","5","","0","0.00","0.00"
"171057","17 Feb 2016","N","5","N","0","0.00","0.00"
"171058","17 Feb 2016","N","5","","0","0.00","0.00"
"171059","17 Feb 2016","N","5","N","0","0.00","0.00"
"171060","17 Feb 2016","N","5","","0","0.00","0.00"
"171061","17 Feb 2016","N","5","","0","0.00","0.00"
"171062","17 Feb 2016","N","5","","0","0.00","0.00"
"171063","17 Feb 2016","N","5","","0","0.00","0.00"
"171064","17 Feb 2016","N","5","","0","0.00","0.00"
"171065","17 Feb 2016","N","5","","0","0.00","0.00"
"171066","17 Feb 2016","N","5","","0","0.00","0.00"
"171067","17 Feb 2016","N","5","","0","0.00","0.00"
"171068","17 Feb 2016","N","5","","0","0.00","0.00"
"171069","17 Feb 2016","N","5","","0","0.00","0.00"
"171070","17 Feb 2016","N","5","","0","0.00","0.00"
"171071","17 Feb 2016","N","5","","0","0.00","0.00"
"171072","17 Feb 2016","N","5","","0","0.00","0.00"
"171073","17 Feb 2016","N","5","","0","0.00","0.00"
"171074","17 Feb 2016","N","5","","0","0.00","0.00"
"171075","17 Feb 2016","N","5","","0","0.00","0.00"
"171077","22 Feb 2016","N","5","N","0","0.00","3.16"
"171091","23 Feb 2016","U","4","","0","0.00","0.50"
"171092","15 Feb 2016","N","1","N","0","0.00","0.16"
"171093","15 Feb 2016","N","1","N","0","0.00","0.16"
"171095","16 Feb 2016","U","1","","0","0.00","0.08"
"171097","11 Feb 2016","U","0","","0","0.00","0.25"
"171103","22 Feb 2016","N","7","N","0","0.00","0.00"
"171106","16 Feb 2016","U","0","","0","0.00","0.33"
"171108","15 Feb 2016","N","0","N","0","0.00","0.24"
"171110","22 Feb 2016","N","2","N","0","0.00","0.00"
"171111","18 Feb 2016","U","2","","0","0.00","0.49"
"171112","23 Feb 2016","N","4","N","0","0.00","0.33"
"171113","11 Feb 2016","U","0","","0","0.00","0.00"
"171114","15 Feb 2016","N","1","N","0","0.00","0.33"
"171117","11 Feb 2016","N","0","","0","0.00","0.00"
"171118","11 Feb 2016","N","0","","0","0.00","0.00"
"171119","11 Feb 2016","N","0","","0","0.00","0.00"
"171120","11 Feb 2016","N","0","","0","0.00","0.00"
"171121","11 Feb 2016","N","0","","0","0.00","0.00"
"171122","11 Feb 2016","N","0","","0","0.00","0.00"
"171123","11 Feb 2016","N","0","","0","0.00","0.00"
"171124","11 Feb 2016","N","0","","0","0.00","0.00"
"171125","11 Feb 2016","N","0","","0","0.00","0.00"
"171126","11 Feb 2016","N","0","","0","0.00","0.00"
"171127","11 Feb 2016","N","0","","0","0.00","0.00"
"171128","11 Feb 2016","N","0","","0","0.00","0.00"
"171129","11 Feb 2016","N","0","","0","0.00","0.00"
"171131","11 Feb 2016","N","0","N","0","0.00","0.00"
"171132","11 Feb 2016","N","0","N","0","0.00","0.00"
"171134","23 Feb 2016","N","1","N","0","0.00","0.33"
"171135","14 Feb 2016","N","1","N","0","0.00","0.08"
"171136","15 Feb 2016","N","1","N","0","0.00","0.00"
"171137","17 Feb 2016","N","3","N","0","0.00","0.16"
"171138","17 Feb 2016","N","1","N","0","0.00","0.16"
"171140","18 Feb 2016","N","2","","0","0.00","0.33"
"171141","19 Feb 2016","N","3","N","0","0.00","0.33"
"171142","23 Feb 2016","N","2","N","0","0.00","0.00"
"171144","15 Feb 2016","U","0","","0","0.00","1.08"
"171146","15 Feb 2016","N","1","N","0","0.00","0.16"
"171148","16 Feb 2016","Y","0","N","0","0.00","0.00"
"171149","17 Feb 2016","N","3","N","0","0.00","0.00"
"171151","16 Feb 2016","N","2","N","0","0.00","0.00"
"171161","17 Feb 2016","U","2","","0","0.00","0.58"
"171164","16 Feb 2016","U","0","","0","0.00","0.08"
"171165","17 Feb 2016","N","0","N","0","0.00","0.00"
"171169","17 Feb 2016","U","0","","0","0.00","0.00"
"171174","17 Feb 2016","N","1","N","0","0.00","0.00"
"171175","18 Feb 2016","U","2","","0","0.00","0.08"
"171177","19 Feb 2016","N","3","N","0","0.00","0.00"
"171190","18 Feb 2016","U","1","","0","0.00","0.25"
"171202","24 Feb 2016","Y","3","","2","0.00","0.00"
"171207","19 Feb 2016","U","0","N","0","0.00","0.00"
"171208","24 Feb 2016","U","2","","0","0.00","0.00"
"171214","22 Feb 2016","U","0","","0","0.00","0.00"
"171215","23 Feb 2016","N","0","N","0","0.00","0.00"
"171227","22 Feb 2016","N","0","N","0","0.00","0.00"
"171228","23 Feb 2016","N","1","N","0","0.00","0.00"
"171229","23 Feb 2016","U","0","","0","0.00","0.00"
"171233","23 Feb 2016","Y","1","","0","0.00","0.00"
"171236","22 Feb 2016","N","0","N","0","0.00","0.00"
"171249","23 Feb 2016","U","0","N","0","0.00","0.00"
"171253","24 Feb 2016","U","0","","0","0.00","0.00"
"171256","24 Feb 2016","N","0","N","0","0.00","0.00"
"171257","24 Feb 2016","N","0","N","0","0.00","0.00"
"156972","12 Jan 2016","N","625","N","0","0.00","2.00"
"157486","20 Jan 2016","U","842","","0","0.00","0.00"
"157989","19 Jan 2016","N","804","N","0","0.00","3.49"
